"source","line","evidence"
"server/auth.ts","461","export const requireAuth = (allowedRoles?: string[]) => {"
"server/auth.ts","477","if (allowedRoles && !allowedRoles.includes(user.role)) {"
"server/communication/capabilities.ts","26","if (!ALLOWED_ROLES.includes(user.role)) {"
"server/index.ts","355","// by requirePermission will correctly enforce capability checks when req.user is set."
"server/index.ts","5170","// Validate that every capability key referenced in requirePermission() calls"
"server/middleware/auth.ts","20","* but resolves to no employee in the database.  requirePermission reads this flag"
"server/middleware/auth.ts","137","export function requireRole(...allowedRoles: string[]) {"
"server/middleware/auth.ts","143","if (!allowedRoles.includes(req.user.role)) {"
"server/middleware/auth.ts","167","if (req.user.role === 'ADMIN' || req.user.role === 'HR') {"
"server/middleware/auth.ts","350","requireRole('ADMIN', 'OWNER'),"
"server/middleware/badgeAuth.ts","18","* Routes that require a populated req.user (e.g. via requirePermission) will"
"server/middleware/badgeAuth.ts","23","* requirePermission) can return a more helpful ""Badge not recognised"" error"
"server/middleware/badgeAuth.ts","102","// the ADMIN bypass in userHasScopedCapability) fire correctly for badge scans."
"server/middleware/badgeAuth.ts","138","// so requirePermission can return a descriptive ""Badge not recognised"" error."
"server/middleware/requirePermission.ts","28","sourceService: 'requirePermission.middleware',"
"server/middleware/requirePermission.ts","45","'[requirePermission] Failed to record controlled-document reconciliation authorization',"
"server/middleware/requirePermission.ts","55","*   app.post('/api/invoices', requirePermission('finance.invoice.create'), handler)"
"server/middleware/requirePermission.ts","63","export function requirePermission(capabilityKey: string) {"
"server/middleware/requirePermission.ts","79","if (role === 'ADMIN' || role === 'OWNER') {"
"server/middleware/requirePermission.ts","98","console.error('[requirePermission] Error checking permissions:', err);"
"server/middleware/requirePermission.ts","106","export function requireAnyPermission(capabilityKeys: readonly string[]) {"
"server/middleware/requirePermission.ts","108","throw new Error('requireAnyPermission requires at least one capability');"
"server/middleware/requirePermission.ts","115","if (role === 'ADMIN' || role === 'OWNER') return next();"
"server/middleware/requirePermission.ts","126","console.error('[requireAnyPermission] Error checking permissions:', err);"
"server/middleware/routeAuthorization.ts","390","for (const [routePattern, allowedRoles] of Object.entries(ROLE_ROUTE_ACCESS)) {"
"server/middleware/routeAuthorization.ts","392","if (allowedRoles.includes(role)) return true;"
"server/middleware/routeAuthorization.ts","463","if (role === 'ADMIN' || role === 'OWNER') {"
"server/middleware/routeAuthorization.ts","516","if (hasFullAccess(username) || role === 'ADMIN' || role === 'OWNER') {"
"server/middleware/routeAuthorization.ts","535","if (hasFullAccess(username) || role === 'ADMIN' || role === 'OWNER' || role === 'FINANCE') {"
"server/src/capabilities.ts","5","* requirePermission(). This list is used as a cross-check against the live"
"server/src/capabilities.ts","16","* When adding a new requirePermission('some.key') call:"
"server/src/capabilities.ts","22","* Note: requirePermission() calls must use string literals (not variables) so the"
"server/src/capabilities.ts","246","// note), so it is not listed here as a requirePermission() callsite."
"server/src/lib/partSpecificationSheetControl.ts","65","role === 'ADMIN' ||"
"server/src/lib/partSpecificationSheetControl.ts","66","role === 'OWNER' ||"
"server/src/lib/travelerGates.ts","12","requireApplicableAuthorization,"
"server/src/lib/travelerGates.ts","351","await requireApplicableAuthorization({"
"server/src/lib/travelerGates.ts","602","await requireApplicableAuthorization({"
"server/src/middleware/requireAccountingAdmin.ts","12","if (role === 'ACCOUNTING_ADMIN' || role === 'ADMIN' || role === 'OWNER') return true;"
"server/src/middleware/requireExecutiveAccess.ts","12","export function requireRoleOrCapability(allowedRoles: string[]) {"
"server/src/middleware/requireExecutiveAccess.ts","26","if (allowedRoles.includes(normalizedRole)) {"
"server/src/middleware/requireExecutiveAccess.ts","45","export const requireExecutiveAccess = requireRoleOrCapability(EXECUTIVE_ROLES);"
"server/src/permissions.ts","1","import { userHasScopedCapability, type ScopeContext } from './services/permissionService';"
"server/src/permissions.ts","27","*   await requireScopedCapability(req.user, 'work_orders.release', { projectId: wad.projectId });"
"server/src/permissions.ts","35","export async function requireScopedCapability("
"server/src/permissions.ts","44","const allowed = await userHasScopedCapability(user.id, user.role, capabilityKey, context);"
"server/src/routes/accountingEventMatrix.ts","3","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/accountingEventMatrix.ts","12","router.use(requirePermission('finance.view'));"
"server/src/routes/admin.ts","2","import { authenticateToken, requireRole } from '../../middleware/auth';"
"server/src/routes/admin.ts","3","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/admin.ts","137","requireRole('ADMIN'),"
"server/src/routes/admin.ts","193","requireRole('ADMIN', 'OWNER'),"
"server/src/routes/admin.ts","324","requireRole('ADMIN'),"
"server/src/routes/admin.ts","770","requireRole('ADMIN'),"
"server/src/routes/admin.ts","982","requireRole('ADMIN'),"
"server/src/routes/admin.ts","991","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1127","requireRole('admin'),"
"server/src/routes/admin.ts","1170","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1228","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1324","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1394","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1412","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1436","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1454","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1477","requireRole('ADMIN'),"
"server/src/routes/admin.ts","1991","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2009","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2072","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2092","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2125","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2145","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2161","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2177","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2193","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2209","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2226","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2240","router.get('/order-lookup', authenticateToken, requirePermission('admin.order_lookup'), async (req: Request, res: Response) => {"
"server/src/routes/admin.ts","2464","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2482","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2703","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2740","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2801","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2831","requireRole('ADMIN'),"
"server/src/routes/admin.ts","2862","requireRole('ADMIN', 'OWNER'),"
"server/src/routes/admin.ts","2956","requireRole('ADMIN', 'OWNER'),"
"server/src/routes/admin.ts","3036","requireRole('ADMIN', 'OWNER'),"
"server/src/routes/admin.ts","3063","requireRole('ADMIN', 'OWNER'),"
"server/src/routes/admin.ts","3126","requireRole('ADMIN', 'OWNER'),"
"server/src/routes/approvals.ts","61","return role === 'ADMIN' || role === 'OWNER';"
"server/src/routes/approvals.ts","367","const isAdmin = role === 'ADMIN' || role === 'OWNER';"
"server/src/routes/arInvoices.ts","23","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/arInvoices.ts","130","router.use(requirePermission('finance.view'));"
"server/src/routes/arInvoices.ts","627","router.get('/from-packing-slip/:packingSlipId/preview', requirePermission('finance.post_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","650","router.post('/from-packing-slip/:packingSlipId', requirePermission('finance.post_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","826","router.post('/', requirePermission('finance.post_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","943","router.put('/:id', requirePermission('finance.post_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","1228","router.post('/:id/post', requirePermission('finance.post_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","1891","router.post('/:id/send', requirePermission('finance.post_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","2040","router.post('/:id/void', requirePermission('finance.void_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arInvoices.ts","2221","router.delete('/:id', requirePermission('finance.void_invoice'), async (req: Request, res: Response) => {"
"server/src/routes/arPaymentAttachments.ts","5","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/arPaymentAttachments.ts","15","router.use(requirePermission('finance.view'));"
"server/src/routes/arPaymentAttachments.ts","63","router.post('/request-upload-url', requirePermission('finance.manage_payments'), async (req, res) => {"
"server/src/routes/arPaymentAttachments.ts","91","router.post('/complete-upload', requirePermission('finance.manage_payments'), async (req, res) => {"
"server/src/routes/arPayments.ts","13","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/arPayments.ts","44","router.use(requirePermission('finance.view'));"
"server/src/routes/arPayments.ts","138","router.post('/', requirePermission('finance.manage_payments'), async (req: Request, res: Response) => {"
"server/src/routes/arPayments.ts","190","router.post('/:id/allocate', requirePermission('finance.manage_payments'), async (req: Request, res: Response) => {"
"server/src/routes/arPayments.ts","319","router.put('/:id', requirePermission('finance.manage_payments'), async (req: Request, res: Response) => {"
"server/src/routes/arPayments.ts","380","router.delete('/:id', requirePermission('finance.manage_payments'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","16","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/assetManagement.ts","43","router.post('/categories', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","57","router.put('/categories/:id', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","70","router.delete('/categories/:id', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","101","router.post('/locations', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","115","router.put('/locations/:id', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","128","router.delete('/locations/:id', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","143","router.delete('/:id', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","360","router.post('/', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","391","router.put('/:id', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/assetManagement.ts","423","router.post('/:id/move-location', requirePermission('assets.manage'), async (req: Request, res: Response) => {"
"server/src/routes/attention.ts","11","import { sessionAwareAuth, requireRole } from '../../middleware/auth';"
"server/src/routes/attention.ts","52","router.get('/dashboard', sessionAwareAuth, requireRole('ADMIN'), async (req, res) => {"
"server/src/routes/attention.ts","63","router.get('/metrics/:entityType', sessionAwareAuth, requireRole('ADMIN'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","7","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/auditReadiness.ts","108","router.get('/', requirePermission('qms.audit_readiness.view'), async (_req, res) => {"
"server/src/routes/auditReadiness.ts","116","router.post('/', requirePermission('qms.audit_readiness.create'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","167","router.get('/templates', requirePermission('qms.audit_readiness.admin'), async (_req, res) => {"
"server/src/routes/auditReadiness.ts","176","router.get('/:id', requirePermission('qms.audit_readiness.view'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","192","router.get('/:id/epoch-software-validation', requirePermission('qms.audit_readiness.view'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","198","router.get('/:id/readiness', requirePermission('qms.audit_readiness.view'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","212","router.patch('/:assessmentId/items/:itemId', requirePermission('qms.audit_readiness.edit'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","249","router.post('/:assessmentId/items/:itemId/evidence', requirePermission('qms.audit_readiness.edit'), async (req, res) => {"
"server/src/routes/auditReadiness.ts","265","router.delete('/:assessmentId/evidence/:evidenceId', requirePermission('qms.audit_readiness.edit'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","276","router.post('/:assessmentId/items/:itemId/submit', requirePermission('qms.audit_readiness.edit'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","290","router.post('/:assessmentId/items/:itemId/verify', requirePermission('qms.audit_readiness.review'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","314","router.post('/:assessmentId/items/:itemId/na-request', requirePermission('qms.audit_readiness.edit'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","329","router.post('/:assessmentId/items/:itemId/na-decision', requirePermission('qms.audit_readiness.approve'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","347","router.post('/:id/status', requirePermission('qms.audit_readiness.edit'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","368","router.post('/:id/approvals', requirePermission('qms.audit_readiness.approve'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","385","router.post('/:id/lock', requirePermission('qms.audit_readiness.admin'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","409","router.post('/:id/reopen', requirePermission('qms.audit_readiness.admin'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","423","router.get('/:id/history', requirePermission('qms.audit_readiness.view'), async(req,res)=>{"
"server/src/routes/auditReadiness.ts","427","router.get('/:id/export', requirePermission('qms.audit_readiness.export'), async(req:Request,res:Response)=>{"
"server/src/routes/auditReadiness.ts","463","router.post('/templates/:templateId/release', requirePermission('qms.audit_readiness.admin'), async(req,res)=>{"
"server/src/routes/auth.ts","1584","if (!requestingUser || !['ADMIN', 'OWNER'].includes(requestingUser.role)) {"
"server/src/routes/auth.ts","1655","if (!requestingUser || !['ADMIN', 'OWNER'].includes(requestingUser.role)) {"
"server/src/routes/certificationAuthorizations.ts","4","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/certificationAuthorizations.ts","66","requirePermission('training.authorization.view'),"
"server/src/routes/certificationAuthorizations.ts","109","requirePermission('training.authorization.view'),"
"server/src/routes/certificationAuthorizations.ts","126","requirePermission('training.authorization.grant'),"
"server/src/routes/certificationAuthorizations.ts","167","requirePermission('training.authorization.approve'),"
"server/src/routes/certificationAuthorizations.ts","205","requirePermission('training.authorization.change_status'),"
"server/src/routes/changeControl.ts","10","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/changeControl.ts","123","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","128","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","133","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","140","requirePermission('qms.quality_action.pcr_create'),"
"server/src/routes/changeControl.ts","145","requirePermission('qms.change_control.create'),"
"server/src/routes/changeControl.ts","152","requirePermission('qms.quality_action.screen'),"
"server/src/routes/changeControl.ts","157","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","162","requirePermission('qms.quality_action.screen'),"
"server/src/routes/changeControl.ts","175","requirePermission('qms.quality_action.pcr_create'),"
"server/src/routes/changeControl.ts","180","requirePermission('qms.quality_action.assign_investigation'),"
"server/src/routes/changeControl.ts","187","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","199","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","204","requirePermission('qms.quality_action.authorize_implementation'),"
"server/src/routes/changeControl.ts","211","requirePermission('qms.quality_action.assess_impact'),"
"server/src/routes/changeControl.ts","218","requirePermission('qms.quality_action.authorize_implementation'),"
"server/src/routes/changeControl.ts","225","requirePermission('qms.quality_action.verify_implementation'),"
"server/src/routes/changeControl.ts","232","requirePermission('qms.quality_action.close'),"
"server/src/routes/changeControl.ts","237","requirePermission('qms.quality_action.verify_effectiveness'),"
"server/src/routes/changeControl.ts","244","requirePermission('qms.change_control.view'),"
"server/src/routes/changeControl.ts","249","requirePermission('qms.change_control.create'),"
"server/src/routes/changeControl.ts","254","requirePermission('qms.change_control.import'),"
"server/src/routes/changeControl.ts","266","requirePermission('qms.change_control.import'),"
"server/src/routes/changeControl.ts","284","requirePermission('qms.change_control.import'),"
"server/src/routes/changeControl.ts","302","requirePermission('qms.change_control.import'),"
"server/src/routes/chargeCodes.ts","2","import { authenticateToken, requireRole } from '../../middleware/auth';"
"server/src/routes/chargeCodes.ts","331","router.patch('/requests/:requestId/assign', authenticateToken, requireRole('ADMIN'), h(async (req, res) => {"
"server/src/routes/chargeCodes.ts","459","router.put('/:id/assignments', authenticateToken, requireRole('ADMIN'), h(async (req, res) => {"
"server/src/routes/chargeCodes.ts","579","router.post('/', authenticateToken, requireRole('ADMIN'), h(async (req, res) => {"
"server/src/routes/chargeCodes.ts","648","router.patch('/:id', authenticateToken, requireRole('ADMIN'), h(async (req, res) => {"
"server/src/routes/checklistInstances.ts","3","import { authenticateToken, requireRole } from '../../middleware/auth';"
"server/src/routes/checklistInstances.ts","9","const adminOnly = [authenticateToken, requireRole('ADMIN', 'OWNER')];"
"server/src/routes/checklistInstances.ts","14","return role === 'ADMIN' || role === 'OWNER';"
"server/src/routes/checklistManagement.ts","3","import { authenticateToken, requireRole } from '../../middleware/auth';"
"server/src/routes/checklistManagement.ts","8","const adminOnly = [authenticateToken, requireRole('ADMIN', 'OWNER')];"
"server/src/routes/cncDashboard.ts","5","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/cncDashboard.ts","1367","router.post('/programs/:id/approve', requirePermission('travelers.sign_qc'), async (req, res) => {"
"server/src/routes/contractReview.ts","16","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/contractReview.ts","147","router.get('/templates', requirePermission('purchasing.view_requisitions'), async (_req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","156","router.post('/templates', requirePermission('purchasing.admin_chain'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","210","router.get('/templates/:id/clauses', requirePermission('purchasing.view_requisitions'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","216","router.get('/clauses', requirePermission('purchasing.view_requisitions'), async (_req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","225","router.post('/clauses', requirePermission('purchasing.admin_chain'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","252","router.post('/templates/:id/clause-templates', requirePermission('purchasing.admin_chain'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","286","router.get('/instances/:id', requirePermission('purchasing.view_requisitions'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","303","router.post('/instances', requirePermission('purchasing.manage_pos'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","426","router.get('/requirements', requirePermission('purchasing.view_requisitions'), async (req: Request, res: Response) => {"
"server/src/routes/contractReview.ts","447","router.patch('/requirements/:id/status', requirePermission('purchasing.manage_pos'), async (req: Request, res: Response) => {"
"server/src/routes/controlledDocumentReconciliation.ts","8","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/controlledDocumentReconciliation.ts","246","requirePermission('documents.reconciliation_view'),"
"server/src/routes/controlledDocumentReconciliation.ts","258","requirePermission('documents.reconciliation_view'),"
"server/src/routes/controlledDocumentReconciliation.ts","274","requirePermission('documents.reconciliation_view'),"
"server/src/routes/controlledDocumentReconciliation.ts","285","requirePermission('documents.reconciliation_preview'),"
"server/src/routes/controlledDocumentReconciliation.ts","325","requirePermission('documents.reconciliation_execute'),"
"server/src/routes/controlledDocumentReconciliation.ts","580","requirePermission('documents.reconciliation_resolve'),"
"server/src/routes/controlledDocumentReconciliation.ts","622","requirePermission('documents.reconciliation_resolve'),"
"server/src/routes/controlledDocumentReconciliation.ts","685","requirePermission('documents.reconciliation_resolve'),"
"server/src/routes/controlledDocumentReconciliation.ts","771","requirePermission('documents.reconciliation_resolve'),"
"server/src/routes/controlledDocumentRecovery.ts","9","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/controlledDocumentRecovery.ts","274","requirePermission('documents.recovery_view'),"
"server/src/routes/controlledDocumentRecovery.ts","325","requirePermission('documents.recovery_view'),"
"server/src/routes/controlledDocumentRecovery.ts","330","requirePermission('documents.recovery_view'),"
"server/src/routes/controlledDocumentRecovery.ts","336","requirePermission('documents.recovery_preview'),"
"server/src/routes/controlledDocumentRecovery.ts","501","requirePermission('documents.recovery_import'),"
"server/src/routes/controlledDocumentRecovery.ts","787","if (a.role === 'ADMIN' || a.role === 'OWNER') return;"
"server/src/routes/controlledDocumentRecovery.ts","1276","requirePermission('documents.recovery_execute'),"
"server/src/routes/controlledDocumentRecovery.ts","1333","requirePermission('documents.recovery_disposition'),"
"server/src/routes/controlledDocuments.ts","6","import { requirePermission } from '../../../server/middleware/requirePermission';"
"server/src/routes/controlledDocuments.ts","378","actor.role === 'ADMIN' || actor.role === 'OWNER';"
"server/src/routes/controlledDocuments.ts","873","const privileged = actor.role === 'ADMIN' || actor.role === 'OWNER';"
"server/src/routes/controlledDocuments.ts","1048","requirePermission('documents.view'),"
"server/src/routes/controlledDocuments.ts","1166","requirePermission('documents.number_admin'),"
"server/src/routes/controlledDocuments.ts","1183","requirePermission('documents.number_admin'),"
"server/src/routes/controlledDocuments.ts","1691","requirePermission('documents.revise'),"
"server/src/routes/controlledDocuments.ts","1812","requirePermission('documents.submit'),"
"server/src/routes/controlledDocuments.ts","1819","requirePermission('documents.approve'),"
"server/src/routes/controlledDocuments.ts","1826","requirePermission('documents.release'),"
"server/src/routes/controlledDocuments.ts","1833","requirePermission('documents.supersede'),"
"server/src/routes/controlledDocuments.ts","1839","requirePermission('documents.obsolete'),"
"server/src/routes/controlledDocuments.ts","1845","requirePermission('documents.void'),"
"server/src/routes/controlledDocuments.ts","1852","requirePermission('documents.approve'),"
"server/src/routes/controlledDocuments.ts","1910","requirePermission('documents.approve'),"
"server/src/routes/controlledDocuments.ts","1940","requirePermission('documents.approve'),"
"server/src/routes/controlledDocuments.ts","1972","requirePermission('documents.create'),"
"server/src/routes/controlledDocuments.ts","2072","requirePermission('documents.edit_draft'),"
"server/src/routes/controlledDocuments.ts","2154","requirePermission('documents.approve'),"
"server/src/routes/controlledDocuments.ts","2235","const isAdminOrOwner = actor.role === 'ADMIN' || actor.role === 'OWNER';"
"server/src/routes/controlledDocuments.ts","2405","const isAdminOrOwner = actor.role === 'ADMIN' || actor.role === 'OWNER';"
"server/src/routes/controlledDocuments.ts","2595","requirePermission('documents.number_admin'),"
"server/src/routes/controlledPrintedCopies.ts","4","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/controlledPrintedCopies.ts","61","return requirePermission('documents.controlled_copy.admin')(req, res, next);"
"server/src/routes/controlledPrintedCopies.ts","81","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/controlledPrintedCopies.ts","95","requirePermission('documents.controlled_copy.issue'),"
"server/src/routes/controlledPrintedCopies.ts","112","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/controlledPrintedCopies.ts","143","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/controlledPrintedCopies.ts","153","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/controlledPrintedCopies.ts","172","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/controlledPrintedCopies.ts","179","requirePermission('documents.controlled_copy.return'),"
"server/src/routes/controlledPrintedCopies.ts","190","requirePermission(capability),"
"server/src/routes/controlledPrintedCopies.ts","229","requirePermission('documents.controlled_copy.return'),"
"server/src/routes/controlledPrintedCopies.ts","254","requirePermission('documents.controlled_copy.reconcile'),"
"server/src/routes/controlledPrintedCopies.ts","273","requirePermission('documents.controlled_copy.issue'),"
"server/src/routes/controlledPrintedCopies.ts","294","requirePermission('documents.controlled_copy.admin'),"
"server/src/routes/controlledPrintedCopies.ts","309","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/controlledPrintedCopies.ts","321","requirePermission('documents.controlled_copy.view'),"
"server/src/routes/cycleCounts.ts","16","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/cycleCounts.ts","61","router.get('/variance-policies', requirePermission('inventory.cycleCount.view'), async (_req, res) => {"
"server/src/routes/cycleCounts.ts","65","router.post('/variance-policies', requirePermission('inventory.cycleCount.create'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","83","router.get('/', requirePermission('inventory.cycleCount.view'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","90","router.get('/variance-history', requirePermission('inventory.cycleCount.view'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","97","router.post('/', requirePermission('inventory.cycleCount.create'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","117","router.get('/:id', requirePermission('inventory.cycleCount.view'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","128","router.post('/:id/start', requirePermission('inventory.cycleCount.perform'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","136","router.post('/:id/counts', requirePermission('inventory.cycleCount.perform'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","152","router.post('/:id/submit', requirePermission('inventory.cycleCount.perform'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","160","router.post('/:id/approve', requirePermission('inventory.cycleCount.approve'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","168","router.post('/:id/post', requirePermission('inventory.cycleCount.postAdjustments'), async (req, res) => {"
"server/src/routes/cycleCounts.ts","176","router.post('/:id/cancel', requirePermission('inventory.cycleCount.create'), async (req, res) => {"
"server/src/routes/designControlFormTemplates.ts","10","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/designControlFormTemplates.ts","100","return requirePermission('documents.controlled_copy.admin')(req, res, next);"
"server/src/routes/designControlFormTemplates.ts","134","router.get('/catalog', requirePermission('documents.view'), (_req, res) => {"
"server/src/routes/designControlFormTemplates.ts","138","router.get('/', requirePermission('documents.view'), async (_req, res) => {"
"server/src/routes/designControlFormTemplates.ts","148","requirePermission('documents.view'),"
"server/src/routes/designControlFormTemplates.ts","160","requirePermission('documents.template.create'),"
"server/src/routes/designControlFormTemplates.ts","177","requirePermission('documents.template.revise'),"
"server/src/routes/designControlFormTemplates.ts","198","requirePermission('documents.submit'),"
"server/src/routes/designControlFormTemplates.ts","233","requirePermission('documents.template.release'),"
"server/src/routes/designControlFormTemplates.ts","269","requirePermission('documents.template.release'),"
"server/src/routes/designControlFormTemplates.ts","331","requirePermission('documents.template.obsolete'),"
"server/src/routes/designControlFormTemplates.ts","378","requirePermission('documents.view'),"
"server/src/routes/designControlFormTemplates.ts","403","requirePermission('documents.view'),"
"server/src/routes/designControlFormTemplates.ts","428","requirePermission('documents.view'),"
"server/src/routes/designHistoryFiles.ts","3","import { requirePermission } from '../../middleware/requirePermission';"
"server/src/routes/designHistoryFiles.ts","62","return requirePermission('design.dhf.admin')(req, res, next);"
"server/src/routes/designHistoryFiles.ts","78","requirePermission('design.dhf.preview'),"
"server/src/routes/designHistoryFiles.ts","89","requirePermission('design.dhf.generate'),"
"server/src/routes/designHistoryFiles.ts","114","requirePermission('design.dhf.view'),"
"server/src/routes/designHistoryFiles.ts","121","requirePermission('design.dhf.view'),"
"server/src/routes/designHistoryFiles.ts","128","requirePermission('design.dhf.view'),"
"server/src/routes/designHistoryFiles.ts","135","requirePermission('design.dhf.view'),"
"server/src/routes/designHistoryFiles.ts","142","requirePermission('design.dhf.view'),"
"server/src/routes/designHistoryFiles.ts","151","requirePermission('design.dhf.verify'),"
"server/src/routes/designHistoryFiles.ts","168","requirePermission('design.dhf.export'),"
"server/src/routes/designHistoryFiles.ts","186","requirePermission('design.dhf.export'),"
"server/src/routes/designHistoryFiles.ts","207","requirePermission('design.dhf.verify'),"
"server/src/routes/digitalSignatures.ts","17","import { authenticateToken, requireAdminOrOwner, requireRole } from '../../middleware/auth';"
"server/src/routes/digitalSignatures.ts","110","const requireAuditAccess = requireRole('ADMIN', 'OWNER', 'AUDITOR', 'COMPLIANCE');"
